AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,73020,0,1000,1,,,27.54,57280,0.5,13.04,16.05,22.05,31.35,47.92,27130,33370,45870,65200,99670,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,3710,1.5,50.852,0.74,,,59.25,123250,1.1,23.65,34.16,49.73,76.37,102.57,49190,71050,103430,158860,213340,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-1011,Chief Executives,detailed,60,3.6,0.767,0.55,,,99.94,207870,3.5,52.45,65.94,81.79,105.57,#,109100,137160,170120,219580,#,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-1021,General and Operations Managers,detailed,1120,3.4,15.375,0.67,,,62.3,129590,2.3,21.19,30.76,47.55,79.78,#,44080,63980,98900,165940,#,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-2021,Marketing Managers,detailed,70,11,0.963,0.4,,,74.6,155160,5.5,32.52,47.09,67.53,86.08,#,67630,97950,140470,179040,#,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-2022,Sales Managers,detailed,160,8.4,2.191,0.58,,,65.34,135910,3,25.09,36.04,61.71,79.43,108.03,52180,74960,128360,165220,224700,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-3012,Administrative Services Managers,detailed,180,5.2,2.435,1.52,,,51.78,107710,1.2,23.51,33.39,48.05,62.17,79.96,48890,69440,99930,129320,166320,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-3013,Facilities Managers,detailed,70,9.9,0.993,1.15,,,55.09,114590,4.2,21.99,36.41,51.19,76.26,80.02,45740,75740,106470,158610,166440,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-3021,Computer and Information Systems Managers,detailed,160,5.9,2.193,0.56,,,71.09,147870,2.7,41.43,56.53,73.47,81.45,101.26,86180,117570,152820,169410,210630,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-3031,Financial Managers,detailed,260,2.9,3.569,0.69,,,61.68,128300,1.8,30.44,36.89,60,76.59,96.15,63300,76730,124800,159310,199990,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-3051,Industrial Production Managers,detailed,210,3.7,2.91,1.98,,,59.73,124230,1.2,43.82,44.63,61.18,71.55,73.19,91140,92820,127250,148820,152240,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-3071,"Transportation, Storage, and Distribution Managers",detailed,50,13.1,0.627,0.48,,,49.8,103580,1.8,27.05,37.84,47.63,58.52,64.37,56260,78700,99070,121720,133890,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-3121,Human Resources Managers,detailed,50,10.2,0.681,0.52,,,66.58,138480,1.7,36.37,45.32,63.31,77.51,107.65,75650,94260,131670,161210,223920,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-9021,Construction Managers,detailed,140,5.2,1.867,0.86,,,48.26,100370,2.2,30,34.36,41.76,62.77,73.56,62400,71480,86860,130570,153010,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,110,5.2,1.522,0.76,,,*,90370,1.2,*,*,*,*,*,48140,76140,84980,103280,127630,True,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-9041,Architectural and Engineering Managers,detailed,110,7.1,1.48,1.08,,,66.43,138180,2.7,37.25,53.66,63.44,80.23,86.65,77490,111610,131960,166880,180240,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-9051,Food Service Managers,detailed,120,10.6,1.697,1.05,,,31.36,65220,2.5,21.26,22.95,28.89,37.09,43.74,44220,47740,60100,77160,90980,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-9111,Medical and Health Services Managers,detailed,230,2.5,3.179,0.94,,,50.35,104720,1.6,27.52,36.16,46.34,58.56,76.14,57250,75210,96390,121800,158360,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-9141,"Property, Real Estate, and Community Association Managers",detailed,150,6.5,2.024,1.08,,,33.34,69340,3.7,18.56,21.38,27.37,33,52.78,38610,44470,56930,68640,109780,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-9151,Social and Community Service Managers,detailed,50,8.8,0.675,0.59,,,34.65,72060,3.6,21.9,28.33,31.45,38.93,50.51,45540,58920,65420,80980,105060,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,11-9199,"Managers, All Other",detailed,70,5.9,0.935,0.24,,,63.33,131730,2.6,21.28,40.64,73.79,73.91,101.67,44260,84530,153480,153740,211460,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,3640,1.1,49.816,0.75,,,35.91,74700,0.6,20.37,24.1,31.25,42.97,54.45,42370,50120,65000,89370,113250,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-1020,Buyers and Purchasing Agents,detailed,210,5.1,2.916,0.93,,,34.57,71910,2.4,21.53,24.02,32.57,39.66,50.01,44780,49960,67740,82480,104030,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,50,10.4,0.735,0.38,,,*,*,*,*,*,*,*,*,*,*,*,*,*,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-1041,Compliance Officers,detailed,160,2.8,2.239,0.89,,,39.34,81830,1,22.43,30.07,39.01,50.25,55.9,46640,62540,81150,104520,116260,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-1051,Cost Estimators,detailed,70,7.3,0.93,0.64,,,33.94,70590,3.1,17.5,22.75,31.53,43.18,58.73,36400,47320,65580,89810,122150,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-1071,Human Resources Specialists,detailed,350,3.3,4.79,0.81,,,31.61,65750,1.3,20.14,23.53,29.79,38.68,48.73,41880,48940,61960,80450,101360,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-1081,Logisticians,detailed,60,6.1,0.846,0.56,,,36.88,76710,1.7,25.74,28.6,34.48,42.94,58.21,53540,59480,71710,89310,121090,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-1082,Project Management Specialists,detailed,290,2.9,4.006,0.64,,,41.12,85540,1.3,20.65,29.75,37.4,51.68,66.16,42940,61880,77790,107490,137620,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-1111,Management Analysts,detailed,140,18,1.939,0.35,,,45.15,93920,2.9,24.69,32.08,37.79,59.16,64.76,51360,66720,78590,123050,134690,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-1121,"Meeting, Convention, and Event Planners",detailed,60,10.9,0.837,1.04,,,24.46,50880,5.7,17.71,19.78,21.65,28.71,36.67,36830,41140,45040,59720,76260,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-1131,Fundraisers,detailed,140,9.7,1.935,2.89,,,33.24,69130,1.6,20.42,23.95,28.95,39.96,47.95,42470,49820,60220,83110,99740,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,40,9.4,0.486,0.74,,,33.03,68700,4.6,18.85,24.89,30.52,37.52,52.86,39200,51760,63490,78030,109940,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-1151,Training and Development Specialists,detailed,220,7,2.991,1.13,,,34.16,71050,2.3,15.95,22.49,35.19,41.85,52.87,33170,46790,73200,87040,109960,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-1161,Market Research Analysts and Marketing Specialists,detailed,340,3.3,4.636,0.83,,,35.15,73100,1.4,16.72,22.34,30.23,44.82,66.73,34780,46460,62880,93230,138790,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-1199,"Business Operations Specialists, All Other",detailed,430,1.4,5.882,0.81,,,33.76,70220,1.2,23.57,23.57,30.74,39.15,48.52,49020,49020,63940,81440,100920,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-2011,Accountants and Auditors,detailed,460,4,6.285,0.66,,,36.95,76850,1.1,22.15,28.28,34.37,44.83,51.19,46060,58830,71490,93240,106470,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,detailed,290,1.6,3.98,9.73,,,33.4,69480,1.1,23.46,28.16,29.62,38.47,48.34,48790,58570,61610,80020,100560,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-2051,Financial and Investment Analysts,detailed,80,2.8,1.164,0.54,,,40.33,83890,0.9,30.97,30.97,38.83,48.7,49.7,64410,64410,80760,101290,103370,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-2052,Personal Financial Advisors,detailed,50,10.8,0.73,0.41,,,47.22,98220,7.1,21.85,22.83,35.43,63.24,83.41,45450,47480,73700,131540,173480,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,13-2072,Loan Officers,detailed,70,7.2,0.926,0.44,,,45.4,94430,8.8,21.45,24.28,35.17,51.22,90.77,44620,50510,73160,106530,188800,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,2370,2.1,32.438,0.95,,,39.5,82150,1.2,23.75,30.66,38.62,48.86,59.03,49390,63780,80330,101620,122790,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,15-1211,Computer Systems Analysts,detailed,200,12.7,2.766,0.84,,,46.95,97660,2.1,28.35,36.35,48.04,52.5,73.1,58970,75600,99920,109200,152040,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,15-1231,Computer Network Support Specialists,detailed,90,5.6,1.3,1.24,,,28.62,59520,1.6,20.24,22.04,26.22,35.78,36.49,42100,45850,54540,74420,75890,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,15-1232,Computer User Support Specialists,detailed,520,4.7,7.186,1.58,,,29.53,61410,1.7,19.05,24.63,26.5,31.48,48.17,39630,51230,55120,65480,100190,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,15-1241,Computer Network Architects,detailed,60,12.6,0.883,0.77,,,52.71,109640,4.3,33.02,38.15,53.08,66.44,72.62,68680,79350,110400,138180,151040,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,15-1242,Database Administrators,detailed,110,1.9,1.468,2.93,,,44.72,93010,1.3,31.64,39.28,40.75,50.4,63.73,65820,81700,84760,104830,132550,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,15-1244,Network and Computer Systems Administrators,detailed,100,7.7,1.352,0.64,,,44.55,92670,9.4,24.71,30.8,38.46,47.72,61.21,51390,64070,80000,99250,127310,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,15-1251,Computer Programmers,detailed,350,6,4.841,6.11,,,40.07,83340,1.4,30.66,30.66,38.62,49.51,49.51,63780,63780,80330,102980,102980,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,15-1252,Software Developers,detailed,210,9.4,2.912,0.27,,,51.08,106240,2.2,32.47,38.44,48.77,60.24,71.61,67530,79950,101440,125300,148950,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,15-1299,"Computer Occupations, All Other",detailed,40,17.7,0.481,0.17,,,37.11,77190,13.2,22.24,23.05,30.02,48.02,60.19,46250,47950,62450,99880,125190,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,15-2051,Data Scientists,detailed,50,14,0.67,0.53,,,40.82,84910,9.2,21.84,27.12,38.93,50.62,71.19,45430,56400,80980,105300,148080,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,1530,3.3,21.009,1.26,,,38.63,80350,1.6,23.12,29.52,37.15,46.68,58.1,48080,61400,77280,97100,120860,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,17-1022,Surveyors,detailed,50,13,0.633,1.89,,,39.94,83080,2.8,29.51,30.53,37.69,46.32,54.27,61380,63510,78390,96340,112880,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,17-2051,Civil Engineers,detailed,100,9,1.349,0.62,,,43.79,91090,5.3,29.5,31.01,40.37,48.55,60.37,61350,64500,83970,100990,125570,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,17-2071,Electrical Engineers,detailed,120,19.6,1.59,1.3,,,53.32,110900,8.5,36.01,38.49,52.23,66.54,66.54,74890,80070,108650,138410,138410,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,17-2112,Industrial Engineers,detailed,380,6.5,5.199,2.37,,,38.53,80130,1.2,24.86,29.87,37.15,46.3,59.08,51700,62120,77280,96300,122880,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,17-2141,Mechanical Engineers,detailed,130,16.2,1.747,0.94,,,41.13,85550,2.3,29.06,34.95,39.3,44.78,55.13,60430,72690,81740,93150,114670,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,17-2199,"Engineers, All Other",detailed,40,17.4,0.541,0.54,,,50.38,104780,6,33,43.96,46.77,50.24,64.15,68640,91450,97290,104510,133420,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,17-3011,Architectural and Civil Drafters,detailed,50,10.2,0.685,0.94,,,24.72,51410,1.7,18.72,22.02,22.07,28.94,29.61,38950,45800,45910,60200,61590,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,17-3013,Mechanical Drafters,detailed,40,20.7,0.481,1.63,,,30.16,62720,4.8,20.31,25.36,27.49,38.35,39.49,42250,52750,57180,79770,82140,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,17-3022,Civil Engineering Technologists and Technicians,detailed,30,21,0.444,1.06,,,21.36,44430,2.7,17.89,17.89,21.04,22.57,29.47,37200,37200,43760,46940,61290,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,30,20,0.419,0.65,,,34.62,72020,11.8,20.77,23.14,31.7,41.87,52.48,43200,48130,65940,87080,109160,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,17-3026,Industrial Engineering Technologists and Technicians,detailed,150,5.7,2.073,4.31,,,29,60310,0.9,18.96,25.25,29.13,36.35,36.48,39440,52510,60580,75610,75880,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,1360,1.3,18.666,2.04,,,34.72,72220,1,22.16,24.56,30.47,39.04,53,46090,51090,63390,81210,110240,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,19-1021,Biochemists and Biophysicists,detailed,30,11.9,0.449,2.06,,,30.62,63680,9.8,23.41,23.41,23.41,31.21,52.48,48700,48700,48700,64920,109160,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,19-1042,"Medical Scientists, Except Epidemiologists",detailed,70,6.9,0.941,1.05,,,54.67,113720,4.6,38.33,48.02,48.19,59.43,73.98,79730,99890,100240,123620,153880,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,19-2031,Chemists,detailed,210,4.5,2.847,5.18,,,37.98,79010,2.1,23.46,29.89,36.19,49.86,58.08,48800,62170,75270,103720,120800,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,19-3033,Clinical and Counseling Psychologists,detailed,50,12.3,0.734,1.55,,,41.77,86890,9.3,24.18,30.29,37.91,46.27,61.66,50300,62990,78840,96240,128260,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,19-4031,Chemical Technicians,detailed,70,5,0.963,2.62,,,25.37,52770,2.3,18.22,22.9,22.98,30.98,30.98,37890,47630,47800,64430,64430,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,19-5011,Occupational Health and Safety Specialists,detailed,50,14.6,0.634,0.79,,,39.29,81720,2.2,23.99,34.53,35.12,49.13,59.79,49900,71820,73060,102190,124350,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,19-5012,Occupational Health and Safety Technicians,detailed,40,32.4,0.512,2.85,,,27.43,57060,6,21,24.06,25.64,28.15,39.86,43680,50050,53320,58550,82910,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,1770,2.1,24.245,1.52,,,25.9,53870,1.2,16.94,20.55,22.96,29.29,36.28,35240,42740,47760,60920,75470,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,170,2.2,2.288,1.06,,,35.31,73450,1.4,22.1,29.29,34.6,36.46,47.55,45960,60920,71970,75840,98900,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,21-1015,Rehabilitation Counselors,detailed,70,6.1,0.956,1.71,,,20.46,42570,1.8,18.16,18.16,18.16,22,28.38,37770,37770,37770,45760,59030,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,800,2,10.933,4.17,,,26.6,55330,1.7,20.47,22.45,22.53,28.48,36.28,42580,46690,46860,59240,75470,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,21-1021,"Child, Family, and School Social Workers",detailed,110,5.4,1.505,0.65,,,24.57,51100,1.2,17.86,22.71,23.59,26.82,32.44,37160,47240,49060,55790,67480,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,21-1022,Healthcare Social Workers,detailed,80,13.8,1.068,0.88,,,28.58,59450,2.1,19.47,23.42,28.41,36.21,36.85,40510,48720,59100,75330,76650,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,21-1023,Mental Health and Substance Abuse Social Workers,detailed,40,13.1,0.556,0.74,,,25.48,53000,11,14.83,19.12,23.92,28.89,37.67,30850,39760,49760,60100,78360,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,21-1091,Health Education Specialists,detailed,40,14.5,0.508,1.33,,,25.24,52500,6.2,15.26,16.96,22.89,32.17,39.34,31740,35270,47600,66910,81820,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,70,6.4,0.96,1.7,,,32.44,67480,1.2,23.28,25.9,31.14,39.53,39.53,48420,53870,64770,82220,82220,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,21-1093,Social and Human Service Assistants,detailed,290,6.7,3.904,1.45,,,18.63,38740,1.5,14.17,15.87,17.35,21.28,24.56,29470,33000,36080,44260,51090,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,420,2.9,5.809,0.71,,,50.68,105410,3.1,18.28,23.46,40.79,64.24,99.91,38030,48800,84830,133630,207810,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,23-1011,Lawyers,detailed,240,4.5,3.34,0.69,,,67.3,139990,2.7,33.8,45.19,60.45,80.43,109.1,70300,93990,125730,167290,226940,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,23-2011,Paralegals and Legal Assistants,detailed,140,14.9,1.887,0.81,,,24.12,50170,2.6,17.37,18.29,22.78,27.05,37.09,36120,38040,47390,56260,77150,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,6060,0.8,82.95,1.44,,,36.2,75300,0.6,14.16,21.33,30.27,47.26,63.8,29450,44370,62960,98310,132710,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,25-1011,"Business Teachers, Postsecondary",detailed,500,0.2,6.846,12.53,,,*,122370,1.2,*,*,*,*,*,50510,81620,101210,169880,213830,True,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,120,0.4,1.604,5.05,,,*,98960,1.5,*,*,*,*,*,50410,63690,80710,131400,161580,True,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,25-1071,"Health Specialties Teachers, Postsecondary",detailed,150,0.3,1.999,1.35,,,*,127340,2.1,*,*,*,*,*,62960,62960,102650,166610,#,True,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,40,6.6,0.594,0.81,,,25.23,52480,1.6,11.52,15.1,24.88,36.28,36.28,23960,31400,51750,75450,75450,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,25-1199,"Postsecondary Teachers, All Other",detailed,60,0.9,0.771,0.7,,,*,89440,1.3,*,*,*,*,*,40530,66640,78460,100550,130530,True,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,25-2011,"Preschool Teachers, Except Special Education",detailed,150,6.1,2.035,0.72,,,16.42,34150,1.8,13.39,14.06,15.21,17.73,21.21,27850,29250,31630,36880,44130,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,25-2021,"Elementary School Teachers, Except Special Education",detailed,520,7.1,7.058,0.76,,,*,56440,1.8,*,*,*,*,*,41220,45870,50100,62270,75610,True,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,210,16.4,2.94,0.71,,,*,57390,1.4,*,*,*,*,*,46200,47220,56170,64230,77100,True,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,360,13.1,4.937,0.72,,,*,60560,2.1,*,*,*,*,*,44280,47090,58880,71020,80890,True,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,25-3021,Self-Enrichment Teachers,detailed,80,16.5,1.113,0.62,,,17.42,36240,3.2,10.36,13.19,16.25,20.4,28.16,21550,27430,33790,42430,58580,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,25-3031,"Substitute Teachers, Short-Term",detailed,190,14.8,2.555,0.87,,,21.27,44230,4.9,11.76,13.74,17.4,30.21,36.58,24460,28580,36190,62840,76080,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,25-3041,Tutors,detailed,210,2.1,2.884,2.7,,,19.83,41240,2.4,9.15,12.69,22.88,29.42,29.42,19040,26400,47590,61200,61200,,
