AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,25-3099,"Teachers and Instructors, All Other",detailed,60,12.4,0.807,1.04,,,*,41140,3.3,*,*,*,*,*,27550,28340,39110,47370,57540,True,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,25-4022,Librarians and Media Collections Specialists,detailed,160,7.3,2.234,2.54,,,31.04,64570,2.7,20.36,23.89,29.9,37.85,37.85,42340,49690,62200,78720,78720,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,25-4031,Library Technicians,detailed,60,32.7,0.809,1.6,,,17.34,36070,5.9,14.47,17.07,18.06,18.06,18.69,30090,35510,37570,37570,38880,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,25-9031,Instructional Coordinators,detailed,30,22,0.467,0.34,,,30.96,64390,2.9,18.01,23.19,30.14,37.11,42.68,37460,48230,62700,77180,88770,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,25-9045,"Teaching Assistants, Except Postsecondary",detailed,510,4,7.019,0.8,,,*,29640,1.8,*,*,*,*,*,21960,26750,28740,31040,35800,True,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1320,2.3,18.107,1.31,,,29.56,61490,1.2,14.25,18.51,24.43,33.85,46.29,29650,38500,50810,70400,96290,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,27-1024,Graphic Designers,detailed,60,6.3,0.879,0.63,,,23.98,49870,1.9,15.42,18.61,23.35,26.92,35.25,32070,38710,48570,55990,73330,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,27-1026,Merchandise Displayers and Window Trimmers,detailed,60,6.3,0.87,0.75,,,18.26,37990,2.2,14.56,14.62,16.2,18.51,24,30290,30420,33700,38500,49920,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,27-2022,Coaches and Scouts,detailed,290,4.9,3.928,2.5,,,*,73720,3.3,*,*,*,*,*,22560,29070,48420,98550,199700,True,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,350,0.4,4.821,29.2,,,33.05,68750,1.6,23.61,29.72,29.72,37.46,46.29,49110,61810,61810,77910,96290,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,27-3031,Public Relations Specialists,detailed,100,8.3,1.302,0.72,,,27.45,57090,2.9,16.36,19.58,24.45,29.91,46.94,34030,40720,50850,62220,97630,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,27-3043,Writers and Authors,detailed,40,4.9,0.481,1.48,,,28.91,60140,3.8,18.3,22.99,24.37,28.89,56.45,38060,47810,50700,60100,117420,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,27-3092,Court Reporters and Simultaneous Captioners,detailed,40,7.3,0.566,6.93,,,23.53,48940,2.4,18.89,23.07,23.07,23.07,28.98,39280,47980,47980,47980,60280,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,27-4012,Broadcast Technicians,detailed,30,13.8,0.472,2.74,,,20.2,42010,3.4,13.5,17.86,17.86,23.04,24.36,28080,37140,37140,47910,50670,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,4470,0.9,61.27,1,,,45,93610,1.8,18,24.95,35.54,47.43,74.74,37450,51900,73930,98650,155450,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-1021,"Dentists, General",detailed,50,19.7,0.678,0.85,,,90.82,188910,6.3,48.63,57.96,65.32,#,#,101150,120550,135870,#,#,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-1031,Dietitians and Nutritionists,detailed,30,11.1,0.448,0.92,,,28.94,60200,2.7,18.17,23.2,29.02,35.49,43.64,37780,48250,60360,73810,90770,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-1051,Pharmacists,detailed,180,12.8,2.402,1.1,,,62.72,130450,1,42.03,59.45,61.85,74.74,78.65,87420,123650,128650,155450,163600,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-1071,Physician Assistants,detailed,90,18.4,1.259,1.31,,,63.15,131350,4.7,46.91,52.88,60.27,77.81,77.91,97570,109990,125370,161840,162040,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-1122,Occupational Therapists,detailed,90,10.7,1.278,1.34,,,42.76,88930,2.2,29.85,36.37,45.39,48.79,50.34,62100,75650,94400,101490,104700,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-1123,Physical Therapists,detailed,100,8.3,1.411,0.89,,,44.7,92980,1.9,31.14,38.6,45.18,49.31,51.26,64780,80300,93980,102560,106610,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-1127,Speech-Language Pathologists,detailed,80,11.2,1.037,0.91,,,41.05,85390,3.5,29.75,35.93,37.57,48.46,52.36,61880,74740,78140,100800,108910,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-1131,Veterinarians,detailed,40,4.2,0.572,1.11,,,54.6,113580,2.9,30.66,38.78,45.13,59.35,81.77,63770,80670,93870,123440,170080,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,1360,1.6,18.65,0.89,,,38.76,80620,0.8,30.7,31.34,36.75,45.29,47.92,63850,65190,76430,94210,99670,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-1171,Nurse Practitioners,detailed,180,7.1,2.525,1.37,,,59.33,123410,1.5,48.49,52.24,60.56,63.47,70.19,100860,108660,125960,132020,146000,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-1216,General Internal Medicine Physicians,detailed,50,13.6,0.641,1.45,,,119.81,249210,7.4,58.04,84.2,108.59,#,#,120730,175130,225870,#,#,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-1229,"Physicians, All Other",detailed,110,8,1.557,0.76,,,148.91,309740,3.9,45.11,103.43,#,#,#,93830,215130,#,#,#,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-1292,Dental Hygienists,detailed,100,8,1.398,1,,,38.87,80850,1.4,35.89,36.13,37.39,40.29,47.1,74640,75160,77780,83800,97980,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-2010,Clinical Laboratory Technologists and Technicians,detailed,190,5.6,2.538,1.15,,,24.79,51550,1,17.93,18.88,22.68,29.47,36.07,37290,39280,47180,61290,75030,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-2034,Radiologic Technologists and Technicians,detailed,150,7.6,2.041,1.4,,,32.11,66780,1.4,23.84,28.79,31.48,35,39.09,49590,59880,65470,72800,81310,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-2042,Emergency Medical Technicians,detailed,50,13.2,0.618,0.56,,,19.4,40340,1.7,14.99,15.36,18.46,20.9,23.27,31170,31940,38410,43470,48400,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-2043,Paramedics,detailed,30,15.4,0.47,0.72,,,26.58,55280,1.5,18.67,24.11,25.1,30.08,35.56,38830,50140,52200,62560,73950,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-2052,Pharmacy Technicians,detailed,210,3.8,2.94,0.97,,,18.66,38800,0.8,15.38,16.88,18,21.17,21.64,32000,35110,37450,44030,45010,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-2053,Psychiatric Technicians,detailed,200,8.6,2.74,3.59,,,18.4,38280,1.5,16.43,17.46,18.15,19.13,21.99,34170,36310,37750,39790,45740,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-2056,Veterinary Technologists and Technicians,detailed,50,9.9,0.661,0.82,,,18.67,38830,1.7,14.46,16.67,18.21,21.46,21.73,30070,34670,37880,44630,45210,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,250,5.2,3.383,0.82,,,27.03,56220,1.3,22.07,23.6,27.96,29.3,33.91,45910,49100,58170,60940,70520,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-2072,Medical Records Specialists,detailed,80,8.5,1.108,0.91,,,22.67,47160,3.8,16.82,18.38,21.76,23.6,31.16,34990,38240,45270,49080,64810,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-2081,"Opticians, Dispensing",detailed,70,7,0.913,1.81,,,18.03,37510,1.4,14.4,14.98,17.87,20.75,23.54,29950,31160,37170,43160,48960,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,29-2099,"Health Technologists and Technicians, All Other",detailed,60,9.6,0.842,0.75,,,22.86,47550,1.6,16.68,17.48,19.82,26.52,35.62,34700,36360,41220,55160,74090,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,2940,1.7,40.266,0.87,,,16.98,35320,0.9,13.68,14.23,15.84,18.05,21.79,28440,29590,32940,37550,45320,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,31-1120,Home Health and Personal Care Aides,detailed,1360,2.3,18.573,0.76,,,14.71,30600,1.3,13.01,14.22,14.23,15.31,16.29,27070,29570,29590,31840,33870,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,31-1131,Nursing Assistants,detailed,570,2.9,7.796,0.88,,,17.4,36190,1.1,14.63,15.08,16.92,17.92,20.75,30430,31370,35190,37260,43150,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,31-9011,Massage Therapists,detailed,30,9.7,0.446,0.73,,,20.39,42400,3.1,14.65,18.15,18.15,21.63,28.98,30470,37750,37750,44980,60280,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,31-9091,Dental Assistants,detailed,150,4,2.043,0.84,,,21.8,45340,1.8,17.19,17.53,22.29,22.96,28.84,35750,36450,46350,47750,59990,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,31-9092,Medical Assistants,detailed,460,5.7,6.246,1.24,,,19.97,41530,1,15,17.91,18.71,21.92,22.62,31200,37260,38910,45600,47050,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,31-9093,Medical Equipment Preparers,detailed,30,13.2,0.441,1,,,20.25,42130,3.6,14.55,17.85,18.44,24.05,25.05,30270,37140,38350,50020,52100,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,60,7.4,0.867,1.14,,,15.55,32340,1.8,11.85,14.2,15.07,17.23,17.86,24650,29530,31350,35830,37150,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,31-9097,Phlebotomists,detailed,70,7.7,0.918,1.02,,,17.72,36860,1.3,15.44,16.37,17.91,18.21,20.04,32120,34050,37260,37870,41680,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,1390,4.2,19.052,0.83,,,21.5,44710,1.4,10.96,13.95,18.17,27.5,34.49,22800,29010,37800,57190,71740,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,33-1012,First-Line Supervisors of Police and Detectives,detailed,40,4.9,0.546,0.6,,,28.4,59060,1.9,14.34,14.34,18.59,45.56,48.03,29820,29820,38660,94750,99900,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,33-2011,Firefighters,detailed,260,23.6,3.628,1.75,,,19.07,39670,6.8,10.96,10.96,21.15,23.31,27.5,22800,22800,43990,48490,57190,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,33-3012,Correctional Officers and Jailers,detailed,60,12.2,0.808,0.35,,,22.62,47060,2.4,19.12,19.12,23.75,23.75,29.38,39770,39770,49410,49410,61100,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,33-3051,Police and Sheriff's Patrol Officers,detailed,240,6.4,3.295,0.77,,,31.04,64560,1.1,23,24.82,30.59,34.58,41.5,47840,51620,63620,71930,86320,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,33-9032,Security Guards,detailed,580,2,7.891,1,,,17.88,37190,3,11.59,13.57,17.46,18.17,29.36,24100,28220,36310,37800,61060,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,8140,0.7,111.494,1.28,,,14.38,29900,0.8,9.64,11.1,13.81,16.52,18.78,20060,23090,28720,34350,39060,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,650,4.3,8.891,1.15,,,20,41610,1.1,13.75,16.27,18.22,23.33,28.22,28600,33840,37890,48530,58700,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,35-2011,"Cooks, Fast Food",detailed,230,12.8,3.199,0.72,,,13.33,27720,2.5,10.63,11.05,13.81,15.14,15.55,22100,22980,28730,31480,32350,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,35-2012,"Cooks, Institution and Cafeteria",detailed,360,2.8,4.984,1.74,,,16.24,33780,1,12.15,14.09,17.41,18.24,18.24,25280,29320,36210,37940,37940,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,35-2014,"Cooks, Restaurant",detailed,850,3.4,11.694,1.26,,,15.15,31500,1,11.36,13.79,14.44,17.17,17.94,23620,28670,30040,35710,37320,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,35-2021,Food Preparation Workers,detailed,430,6.4,5.838,1.01,,,14.66,30500,1.4,10.83,13.34,14.36,16.52,17.39,22530,27760,29880,34350,36180,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,35-3011,Bartenders,detailed,400,6,5.462,1.17,,,12.59,26180,3.4,8.4,8.71,10.93,13.9,17.67,17460,18120,22740,28910,36760,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,35-3023,Fast Food and Counter Workers,detailed,2580,2.7,35.385,1.46,,,13.07,27190,1.2,10.59,11.12,13.26,14.24,16.05,22030,23130,27580,29610,33370,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,35-3031,Waiters and Waitresses,detailed,1490,2.5,20.405,1.38,,,13.78,28670,1.4,8.51,9.06,11.47,17.95,21.76,17700,18840,23860,37340,45260,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,35-3041,"Food Servers, Nonrestaurant",detailed,140,6.9,1.98,1.12,,,14.24,29610,1.6,11.26,13,14.55,15.12,17.18,23420,27030,30270,31440,35720,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,300,5.5,4.174,1.31,,,14.44,30030,1.5,9.06,11.24,13.87,18.31,19.15,18840,23380,28840,38090,39830,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,35-9021,Dishwashers,detailed,220,4.9,2.947,0.96,,,13.06,27170,1.2,10.38,11.16,13.67,14.45,15.97,21580,23220,28440,30050,33220,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,330,5.5,4.585,1.64,,,12.23,25440,1.7,8.76,10.91,11.4,13.15,16.62,18210,22700,23710,27340,34570,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,2210,1.2,30.314,1.04,,,16.86,35060,0.7,12.89,14.24,17.32,18.01,20.51,26800,29620,36030,37460,42660,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,80,8.1,1.053,0.93,,,21.9,45560,3.6,17.04,18.71,22.13,23.75,28.92,35440,38910,46020,49400,60150,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,40,11.6,0.59,0.71,,,23.72,49340,2.7,15.22,17.93,23.09,28.73,38.86,31660,37290,48020,59760,80830,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,1010,2.4,13.844,0.97,,,16.66,34650,0.9,13.08,14.81,18.01,18.01,18.21,27200,30800,37460,37460,37870,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,37-2012,Maids and Housekeeping Cleaners,detailed,460,4,6.243,1.13,,,14.82,30830,1.2,11.95,13.2,13.95,17.1,17.98,24860,27450,29020,35570,37390,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,37-3011,Landscaping and Groundskeeping Workers,detailed,560,2.7,7.702,1.26,,,17.25,35880,1,13.65,15.29,17.57,18.5,22.06,28400,31800,36540,38480,45880,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,1160,3.5,15.896,0.79,,,16.83,35000,1.5,10.44,11.91,14.65,18.91,27.44,21710,24770,30470,39330,57080,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,39-1022,First-Line Supervisors of Personal Service Workers,detailed,60,9.9,0.794,1.13,,,24.45,50860,3.1,15.85,18.36,22.1,28.96,36.87,32980,38190,45960,60230,76680,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,39-2011,Animal Trainers,detailed,60,5,0.827,6.53,,,24.54,51050,2.2,18.68,18.94,18.94,31.24,31.24,38850,39390,39390,64970,64970,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,39-2021,Animal Caretakers,detailed,120,5.5,1.59,0.9,,,14.97,31140,4.2,10.25,11.56,13.87,17.95,17.95,21310,24040,28840,37330,37330,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,40,21,0.504,0.65,,,12.68,26360,3.9,8.85,10.92,11.56,13.7,16.15,18410,22710,24040,28490,33590,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,39-3091,Amusement and Recreation Attendants,detailed,100,21.6,1.342,0.56,,,11.72,24380,3.8,8.78,9.24,11.87,13.08,14.15,18260,19220,24700,27210,29430,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,120,6.2,1.628,0.84,,,17.49,36380,4.5,11.23,14.01,17.32,20.8,28.12,23360,29140,36030,43270,58500,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,39-5094,Skincare Specialists,detailed,40,22,0.588,1.37,,,20.63,42910,5.1,10.94,14.76,18.82,24.1,31.81,22750,30690,39140,50130,66160,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,39-9011,Childcare Workers,detailed,150,10.5,2.042,0.62,,,13.26,27580,1.8,10.44,11.23,13.56,14.2,16.17,21710,23360,28200,29540,33640,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,39-9031,Exercise Trainers and Group Fitness Instructors,detailed,120,12.8,1.656,0.9,,,20.43,42500,6,11.66,14,17.64,27.44,28.88,24260,29120,36680,57080,60080,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,39-9032,Recreation Workers,detailed,210,15.1,2.922,1.58,,,14.24,29630,3.1,10.94,11.3,14.03,14.71,18,22760,23510,29180,30610,37440,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,39-9041,Residential Advisors,detailed,60,13.6,0.766,1.31,,,23,47830,9.8,17.08,19.03,22.59,27.34,28.18,35530,39570,46980,56860,58610,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,5520,2.1,75.648,0.86,,,20.9,43470,1.5,11.02,13.15,15.82,22.59,36.98,22920,27350,32910,47000,76910,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,420,2.9,5.811,0.81,,,22.9,47630,1,14.07,17.67,21.81,27.04,31.79,29260,36750,45360,56250,66110,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,41-2011,Cashiers,detailed,1340,6.1,18.383,0.85,,,13.23,27510,0.8,10.5,11.42,13.25,14.3,16.17,21850,23760,27570,29750,33630,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,41-2021,Counter and Rental Clerks,detailed,220,6.6,3.066,1.19,,,16.44,34190,2.2,10.25,12,16.84,19.02,21.97,21310,24960,35030,39550,45700,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,41-2022,Parts Salespersons,detailed,100,5.8,1.405,0.82,,,17.69,36800,3.7,10.86,13.95,16.46,20.94,23.29,22580,29010,34250,43560,48450,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,41-2031,Retail Salespersons,detailed,1930,2.7,26.404,1.09,,,15.66,32570,0.9,10.74,11.67,14.2,16.92,20,22340,24270,29540,35200,41610,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,41-3011,Advertising Sales Agents,detailed,50,6.4,0.704,0.99,,,29.59,61540,6.1,15.07,18.89,22.4,29.17,61.35,31340,39290,46590,60680,127610,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,41-3021,Insurance Sales Agents,detailed,260,7.5,3.563,1.18,,,30.91,64300,3.9,17.73,18.02,23.66,37.47,49,36880,37480,49220,77930,101920,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,90,8.1,1.167,0.37,,,50.27,104560,7.9,20.19,22.3,31.15,44.32,#,42000,46390,64800,92190,#,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,300,5.3,4.173,0.55,,,31.17,64830,4.4,14.05,18.16,26.72,36.29,57.04,29220,37780,55580,75490,118640,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,300,26.5,4.17,2.03,,,44.56,92680,3,27.02,36.88,36.98,48.4,76.61,56200,76710,76910,100670,159360,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,380,9.1,5.153,0.61,,,31.02,64530,2.3,14.62,18.88,27.07,37.63,51.21,30400,39270,56310,78280,106510,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,41-9022,Real Estate Sales Agents,detailed,40,44.5,0.568,0.44,,,28.95,60220,12.9,14.2,17.56,21.8,36.72,57.64,29530,36520,45350,76370,119890,,
14020,"Bloomington, IN",4,IN,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,7960,0.8,109.03,0.89,,,21.09,43870,0.4,13.82,16.62,18.88,23.58,29.66,28740,34570,39270,49050,61690,,
